,team_1,team_2,_map,result_1,result_2,map_winner,event_id,match_id,rank_1,rank_2,map_wins_1,map_wins_2,match_winner
41,Under 21,TeamOne,Nuke,12,16,2,5151,2340322,80,126,12,16,2
42,Chaos,Monstars,Inferno,16,12,1,5151,2339553,43,119,16,12,1
43,Thunder Logic,New England Whalers,Nuke,16,13,1,5151,2340323,160,178,16,13,1
44,Singularity,Espada,Nuke,16,11,1,5247,2340328,65,56,1,2,2
45,Vitality,GODSENT,Vertigo,16,14,1,5226,2340063,10,17,2,0,1
46,Vitality,GODSENT,Nuke,16,8,1,5226,2340063,10,17,2,0,1
47,Astralis,NiP,Overpass,8,16,2,5226,2340065,2,12,0,2,2
48,Thunder Logic,Under 21,Nuke,11,16,2,5151,2340428,160,80,11,16,2
49,Astralis,NiP,Vertigo,6,16,2,5226,2340065,2,12,0,2,2
50,Singularity,Espada,Mirage,11,16,2,5247,2340328,65,56,1,2,2
51,Singularity,Espada,Dust2,9,16,2,5247,2340328,65,56,1,2,2
52,ENCE,Spirit,Inferno,2,16,2,5226,2340391,21,27,0,2,2
53,ENCE,Spirit,Train,14,16,2,5226,2340391,21,27,0,2,2
54,Big Frames,Chaos,Overpass,13,16,2,5151,2340024,92,43,13,16,2
55,Swole Identity,Mythic,Dust2,9,16,2,5151,2339757,79,58,9,16,2
56,I sleep,Airborne,Nuke,10,16,2,5248,2340430,173,188,0,2,2
57,I sleep,Airborne,Overpass,9,16,2,5248,2340430,173,188,0,2,2
58,Thunder Logic,Swole Identity,Overpass,19,16,1,5151,2340243,160,79,19,16,1
59,Chaos,Oceanus,Dust2,16,8,1,5151,2340425,43,121,16,8,1
60,TeamOne,Big Frames,Nuke,16,5,1,5151,2340313,126,92,16,5,1
61,Thunder Logic,In The Lab,Mirage,16,14,1,5151,2340388,160,124,16,14,1
62,I sleep,Incept,Vertigo,16,8,1,5248,2340436,173,176,2,0,1
63,FunPlus Phoenix,Cloud9,Train,20,22,2,5242,2340337,14,28,1,2,2
64,Endpoint,Tricked,Mirage,6,16,2,5247,2340329,40,86,1,2,2
65,Endpoint,Tricked,Train,14,16,2,5247,2340329,40,86,1,2,2
66,Endpoint,Tricked,Dust2,16,13,1,5247,2340329,40,86,1,2,2
67,Orgless,Dignitas,Inferno,12,16,2,5242,2340338,36,42,1,2,2
68,Orgless,Dignitas,Nuke,10,16,2,5242,2340338,36,42,1,2,2
69,Orgless,Dignitas,Train,16,8,1,5242,2340338,36,42,1,2,2
70,FunPlus Phoenix,Cloud9,Inferno,3,16,2,5242,2340337,14,28,1,2,2
71,I sleep,Incept,Dust2,16,6,1,5248,2340436,173,176,2,0,1
72,FunPlus Phoenix,Cloud9,Nuke,16,10,1,5242,2340337,14,28,1,2,2
73,Bad News Bears,Under 21,Dust2,18,22,2,5151,2340312,33,80,18,22,2
74,ORDER,Paradox,Inferno,16,19,2,5236,2340282,55,112,2,1,1
75,ORDER,Paradox,Vertigo,16,6,1,5236,2340282,55,112,2,1,1
76,ORDER,Paradox,Mirage,16,4,1,5236,2340282,55,112,2,1,1
77,EGOBOYZ,Infamous,Inferno,16,9,1,5244,2340429,226,267,1,2,2
78,Triumph,Chaos,Nuke,16,8,1,5151,2340045,50,43,16,8,1
79,Bad News Bears,Triumph,Inferno,16,10,1,5151,2340311,33,50,16,10,1
80,Chaos,TeamOne,Inferno,16,3,1,5151,2340022,43,126,16,3,1
81,TeamOne,Rugratz,Overpass,11,16,2,5151,2340309,126,85,11,16,2
82,EGOBOYZ,Infamous,Overpass,8,16,2,5244,2340429,226,267,1,2,2
83,Imperial,Reapers,Mirage,16,11,1,5245,2340431,130,241,2,0,1
84,EGOBOYZ,Infamous,Mirage,18,22,2,5244,2340429,226,267,1,2,2
85,Imperial,Reapers,Train,16,10,1,5245,2340431,130,241,2,0,1
86,Supremacy,Infamous,Mirage,16,12,1,5244,2340433,212,267,2,0,1
87,Chaos,MIBR,Train,16,6,1,5242,2340340,43,25,2,0,1
88,Mythic,Station7,Dust2,14,16,2,5151,2340434,58,133,14,16,2
89,Chaos,MIBR,Nuke,16,14,1,5242,2340340,43,25,2,0,1
90,Gen.G,Envy,Train,19,17,1,5242,2340339,15,51,2,1,1
91,Gen.G,Envy,Inferno,13,16,2,5242,2340339,15,51,2,1,1
92,Gen.G,Envy,Mirage,16,9,1,5242,2340339,15,51,2,1,1
93,Supremacy,Infamous,Dust2,16,1,1,5244,2340433,212,267,2,0,1
94,Bad News Bears,Oceanus,Mirage,16,4,1,5151,2340304,33,121,16,4,1
95,District 7,Divine,Mirage,22,20,1,5151,2340303,93,109,22,20,1
96,Swole Patrol,Under 21,Nuke,16,8,1,5151,2340301,81,80,16,8,1
97,Swole Identity,Big Frames,Inferno,25,22,1,5151,2340041,79,92,25,22,1
98,TeamOne,Mythic,Overpass,4,16,2,5151,2340295,126,58,4,16,2
99,Thunder Logic,Rugratz,Mirage,11,16,2,5151,2340385,160,85,11,16,2
100,Triumph,In The Lab,Inferno,16,7,1,5151,2340302,50,124,16,7,1
101,Swole Identity,Bad News Bears,Dust2,9,16,2,5151,2340297,79,33,9,16,2
102,Under 21,Mythic,Mirage,22,19,1,5151,2340299,80,58,22,19,1
103,Divine,Station7,Mirage,13,16,2,5151,2340296,109,133,13,16,2
104,Chaos,New England Whalers,Nuke,16,10,1,5151,2339764,43,178,16,10,1
105,District 7,Swole Patrol,Nuke,12,16,2,5151,2340298,93,81,12,16,2
106,Divine,Big Frames,Overpass,16,11,1,5151,2340307,109,92,16,11,1
107,Triumph,Monstars,Overpass,16,4,1,5151,2340300,50,119,16,4,1
108,Chaos,Thunder Logic,Nuke,16,12,1,5151,2340306,43,160,16,12,1
109,Reapers,Neverest,Vertigo,17,19,2,5245,2340389,241,206,2,1,1
110,New England Whalers,TeamOne,Nuke,16,12,1,5151,2340043,178,126,16,12,1
111,MAD Lions,HAVU,Train,10,16,2,5242,2340335,12,30,1,2,2
112,District 7,Mythic,Mirage,16,11,1,5151,2340305,93,58,16,11,1
113,Reapers,Neverest,Mirage,16,10,1,5245,2340389,241,206,2,1,1
114,Reapers,Neverest,Inferno,16,10,1,5245,2340389,241,206,2,1,1
115,Copenhagen Flames,c0ntact,Nuke,16,19,2,5242,2340336,31,26,0,2,2
116,MAD Lions,HAVU,Nuke,13,16,2,5242,2340335,12,30,1,2,2
117,MAD Lions,HAVU,Mirage,16,12,1,5242,2340335,12,30,1,2,2
118,Copenhagen Flames,c0ntact,Mirage,5,16,2,5242,2340336,31,26,0,2,2
119,pro100,Sprout,Train,16,12,1,5150,2339721,35,38,16,12,1
120,Spirit,Demolition Crew,Nuke,16,9,1,5150,2340333,27,99,16,9,1
121,Singularity,Unicorns of Love,Nuke,16,7,1,5150,2340332,65,106,16,7,1
122,Spirit,pro100,Mirage,16,8,1,5150,2340330,27,35,16,8,1
123,TeamOne,In The Lab,Dust2,16,5,1,5151,2340308,126,124,16,5,1
124,Oceanus,Swole Patrol,Nuke,10,16,2,5151,2340386,121,81,10,16,2
125,Station7,Big Frames,Overpass,3,16,2,5151,2340033,133,92,3,16,2
126,Bad News Bears,New England Whalers,Inferno,13,16,2,5151,2340032,33,178,13,16,2
127,District 7,Chaos,Mirage,13,16,2,5151,2340034,93,43,13,16,2
128,Triumph,Under 21,Inferno,11,16,2,5151,2340035,50,80,11,16,2
129,Soberano,Bravos,Nuke,16,9,1,5182,2339239,244,193,2,0,1
130,Soberano,Bravos,Dust2,22,20,1,5182,2339239,244,193,2,0,1
131,Mythic,Recon 5,Vertigo,14,16,2,5151,2340273,58,74,14,16,2
132,Oceanus,TeamOne,Dust2,9,16,2,5151,2340248,121,126,9,16,2
133,Chaos,Infinity,Dust2,16,8,1,5151,2340029,43,137,16,8,1
134,Chaos,Swole Identity,Dust2,14,16,2,5151,2340271,43,79,14,16,2
135,Rugratz,Divine,Mirage,16,14,1,5151,2340272,85,109,16,14,1
136,Bad News Bears,TeamOne,Nuke,12,16,2,5151,2340031,33,126,12,16,2
137,In The Lab,Infinity,Mirage,13,16,2,5151,2340269,124,137,13,16,2
138,Triumph,Swole Patrol,Vertigo,5,16,2,5151,2340270,50,81,5,16,2
139,Swole Identity,Divine,Overpass,12,16,2,5151,2340030,79,109,12,16,2
140,Under 21,Recon 5,Nuke,16,8,1,5151,2340037,80,74,16,8,1
141,Swole Patrol,In The Lab,Overpass,16,3,1,5151,2340268,81,124,16,3,1
142,Rugratz,Oceanus,Mirage,16,4,1,5151,2340247,85,121,16,4,1
143,Divine,TeamOne,Dust2,14,16,2,5151,2340274,109,126,14,16,2
144,In The Lab,Big Frames,Mirage,16,10,1,5151,2340275,124,92,16,10,1
145,District 7,Thunder Logic,Mirage,16,14,1,5151,2340276,93,160,16,14,1
146,Rooster,Paradox,Mirage,16,9,1,5228,2340203,94,112,2,1,1
147,Illuminar,Spirit,Train,10,16,2,5150,2340294,49,27,10,16,2
148,New England Whalers,Station7,Inferno,16,11,1,5151,2340036,178,133,16,11,1
149,Japaleno,BIG,Inferno,11,16,2,5150,2340293,66,20,11,16,2
150,PACT,pro100,Inferno,11,16,2,5150,2339641,67,35,11,16,2
151,Spirit,Nemiga,Inferno,8,16,2,5150,2340292,27,57,8,16,2
152,Sprout,Nordavind,Dust2,14,16,2,5150,2340291,38,53,14,16,2
153,Unicorns of Love,HellRaisers,Dust2,6,16,2,5150,2340290,106,61,6,16,2
154,Spirit,Nordavind,Inferno,16,5,1,5150,2340327,27,53,16,5,1
155,HellRaisers,Wisla Krakow,Dust2,16,12,1,5150,2340288,61,189,16,12,1
156,HellRaisers,Singularity,Dust2,16,12,1,5150,2339891,61,65,16,12,1
157,Rooster,Paradox,Train,11,16,2,5228,2340203,94,112,2,1,1
158,VERTEX,I sleep,Inferno,16,6,1,5228,2340202,172,173,2,0,1
159,Rooster,Paradox,Inferno,16,13,1,5228,2340203,94,112,2,1,1
160,Incept,Paradox,Dust2,7,16,2,5152,2340251,176,112,7,16,2
161,VERTEX,I sleep,Dust2,16,2,1,5228,2340202,172,173,2,0,1
162,Rooster,TRIDENT,Mirage,16,9,1,5152,2340324,94,134,16,9,1
163,Chiefs,Skyfire,Inferno,22,20,1,5152,2340191,64,125,22,20,1
164,ORDER,Ground Zero,Inferno,16,14,1,5152,2339951,55,91,16,14,1
165,Ground Zero,Skyfire,Mirage,12,16,2,5152,2340277,91,125,12,16,2
166,Bad News Bears,Monstars,Inferno,13,16,2,5151,2340242,33,119,13,16,2
167,Chiefs,Paradox,Dust2,13,16,2,5236,2340254,64,112,1,2,2
168,I sleep,Esper,Inferno,16,7,1,5152,2340252,173,247,16,7,1
169,PC419,Formidable,Nuke,16,8,1,5152,2340250,205,203,16,8,1
170,TeamOne,Recon 5,Nuke,16,11,1,5151,2340245,126,74,16,11,1
171,LiViD,TeamOne,Nuke,12,16,2,5151,2340028,93,126,12,16,2
172,Under 21,New England Whalers,Nuke,12,16,2,5151,2340027,80,178,12,16,2
173,Big Frames,Recon 5,Nuke,6,16,2,5151,2340244,92,74,6,16,2
174,Triumph,Thunder Logic,Overpass,16,7,1,5151,2340240,50,160,16,7,1
175,TeamOne,Triumph,Dust2,19,17,1,5151,2340026,126,50,19,17,1
176,Big Frames,Rugratz,Nuke,14,16,2,5151,2340263,92,85,14,16,2
177,Under 21,Infinity,Mirage,16,7,1,5151,2340025,80,137,16,7,1
178,New England Whalers,Monstars,Overpass,11,16,2,5151,2340023,178,119,11,16,2
179,Station7,ex-eUnited,Overpass,4,16,2,5151,2340241,133,81,4,16,2
180,In The Lab,Divine,Inferno,16,7,1,5151,2340246,124,109,16,7,1
181,Station7,Rugratz,Overpass,7,16,2,5151,2340239,133,85,7,16,2
182,Chiefs,Paradox,Mirage,20,22,2,5236,2340254,64,112,1,2,2
183,Chiefs,Paradox,Inferno,16,14,1,5236,2340254,64,112,1,2,2
184,LiViD,Recon 5,Train,9,16,2,5151,2339767,93,74,9,16,2
185,FURY,TRIDENT,Vertigo,20,22,2,5152,2340253,185,134,20,22,2
186,Keyd,Isurus,Inferno,7,16,2,5182,2339238,198,88,1,1,2
187,Keyd,Isurus,Nuke,16,12,1,5182,2339238,198,88,1,1,2
188,Illuminar,Nemiga,Nuke,13,16,2,5150,2339754,49,57,13,16,2
189,AGO,Nemiga,Vertigo,16,10,1,5150,2340262,52,57,16,10,1
190,Japaleno,Nordavind,Dust2,16,6,1,5150,2339862,66,53,16,6,1
191,pro100,HellRaisers,Vertigo,16,13,1,5150,2340261,35,61,16,13,1
192,Demolition Crew,BIG,Mirage,7,16,2,5150,2340260,99,20,7,16,2
193,Wisla Krakow,Japaleno,Dust2,17,19,2,5150,2340259,189,66,17,19,2
194,Spirit,Unicorns of Love,Inferno,16,6,1,5150,2340258,27,106,16,6,1
195,ORDER,AVANT,Dust2,9,16,2,5236,2340204,55,70,1,2,2
196,Sprout,Movistar Riders,Nuke,16,12,1,5150,2340212,38,37,16,12,1
197,Sprout,PACT,Train,16,11,1,5150,2339675,38,67,16,11,1
198,Illuminar,BIG,Mirage,7,16,2,5150,2340257,49,20,7,16,2
199,ORDER,AVANT,Inferno,13,16,2,5236,2340204,55,70,1,2,2
200,Nordavind,PACT,Overpass,16,2,1,5150,2339997,53,67,16,2,1
201,ORDER,AVANT,Train,16,14,1,5236,2340204,55,70,1,2,2
202,GamerLegion,pro100,Mirage,16,14,1,5150,2340256,39,35,16,14,1
203,Spirit,HellRaisers,Vertigo,10,16,2,5150,2340255,27,61,10,16,2
204,Nemiga,Nordavind,Nuke,16,6,1,5150,2339755,57,53,16,6,1
205,Divine,Monstars,Inferno,23,25,2,5151,2340235,109,119,23,25,2
206,Big Frames,Bad News Bears,Nuke,6,16,2,5151,2340233,92,33,6,16,2
207,Station7,Recon 5,Inferno,13,16,2,5151,2340019,133,74,13,16,2
208,TeamOne,Infinity,Train,16,14,1,5151,2340016,126,137,16,14,1
209,Thunder Logic,Bad News Bears,Inferno,6,16,2,5151,2340236,160,33,6,16,2
210,ex-eUnited,Chaos,Nuke,13,16,2,5151,2340237,81,43,13,16,2
211,Station7,In The Lab,Mirage,16,11,1,5151,2340018,133,124,16,11,1
212,Infinity,Divine,Mirage,14,16,2,5151,2340017,137,109,14,16,2
213,TeamOne,Swole Identity,Overpass,16,11,1,5151,2340231,126,79,16,11,1
214,Rugratz,Monstars,Mirage,16,4,1,5151,2340234,85,119,16,4,1
215,Under 21,Oceanus,Nuke,16,2,1,5151,2340232,80,121,16,2,1
216,DETONA,RED Canids,Train,9,16,2,5182,2339148,76,83,0,2,2
217,DETONA,RED Canids,Nuke,14,16,2,5182,2339148,76,83,0,2,2
218,Oceanus,New England Whalers,Nuke,16,13,1,5151,2340015,121,178,16,13,1
219,ex-eUnited,Thunder Logic,Nuke,16,3,1,5151,2340230,81,160,16,3,1
220,Under 21,Rugratz,Dust2,16,1,1,5151,2340226,80,85,16,1,1
221,ex-eUnited,TeamOne,Train,16,8,1,5151,2340238,81,126,16,8,1
222,Yeah,Envy,Overpass,12,16,2,5178,2340201,62,51,0,2,2
223,In The Lab,New England Whalers,Inferno,12,16,2,5151,2340020,124,178,12,16,2
224,In The Lab,Recon 5,Train,7,16,2,5151,2340228,124,74,7,16,2
225,Yeah,Envy,Inferno,11,16,2,5178,2340201,62,51,0,2,2
226,PACT,BIG,Dust2,7,16,2,5150,2339723,67,20,7,16,2
227,AVANT,Paradox,Train,16,9,1,5152,2339886,70,112,16,9,1
228,AGO,Nordavind,Mirage,7,16,2,5150,2340218,52,53,7,16,2
229,Demolition Crew,Illuminar,Nuke,16,6,1,5150,2340217,99,49,16,6,1
230,GamerLegion,Japaleno,Overpass,16,14,1,5150,2340216,39,66,16,14,1
231,Spirit,Movistar Riders,Nuke,16,13,1,5150,2340215,27,37,16,13,1
232,Demolition Crew,HellRaisers,Mirage,12,16,2,5150,2339323,99,61,12,16,2
233,AGO,pro100,Train,19,15,1,5150,2340220,52,35,19,15,1
234,Spirit,PACT,Inferno,16,3,1,5150,2340213,27,67,16,3,1
235,Nemiga,HellRaisers,Inferno,13,16,2,5150,2340211,57,61,13,16,2
236,BIG,Sprout,Mirage,14,16,2,5150,2340214,20,38,14,16,2
237,Paradox,Ground Zero,Inferno,15,19,2,5236,2340193,112,91,2,1,1
238,Rooster,Chiefs,Inferno,8,16,2,5236,2340192,94,64,0,2,2
239,Skyfire,AVANT,Mirage,8,16,2,5152,2340208,125,70,8,16,2
240,Paradox,Ground Zero,Mirage,16,9,1,5236,2340193,112,91,2,1,1
241,Formidable,Incept,Dust2,9,16,2,5152,2340210,203,176,9,16,2
242,Rooster,Chiefs,Mirage,38,40,2,5236,2340192,94,64,0,2,2
243,PC419,Airborne,Nuke,7,16,2,5152,2340209,205,188,7,16,2
244,PC419,Chiefs,Inferno,5,16,2,5152,2340206,205,64,5,16,2
245,Paradox,Ground Zero,Overpass,19,15,1,5236,2340193,112,91,2,1,1
246,TeamOne,Monstars,Mirage,6,16,2,5151,2340012,135,100,6,16,2
247,ORDER,Ground Zero,Vertigo,16,3,1,5236,2339978,70,110,2,0,1
248,Recon 5,Monstars,Inferno,16,9,1,5151,2340198,95,100,16,9,1
249,New England Whalers,Infinity,Inferno,7,16,2,5151,2340011,200,125,7,16,2
250,Infinity,Station7,Inferno,13,16,2,5151,2340013,125,148,13,16,2
251,Thunder Logic,Recon 5,Nuke,12,16,2,5151,2340199,153,95,12,16,2
252,New England Whalers,Big Frames,Nuke,19,17,1,5151,2340014,200,91,19,17,1
253,Ze Pug Godz,Yeah,Mirage,13,16,2,5178,2340186,88,77,1,2,2
254,Ze Pug Godz,Yeah,Nuke,10,16,2,5178,2340186,88,77,1,2,2
255,Ze Pug Godz,Yeah,Inferno,16,10,1,5178,2340186,88,77,1,2,2
256,Envy,Chaos,Dust2,19,16,1,5178,2340187,49,53,2,1,1
257,Envy,Chaos,Mirage,18,22,2,5178,2340187,49,53,2,1,1
258,Rooster,I sleep,Inferno,16,13,1,5152,2339832,119,150,16,13,1
259,Envy,Chaos,Overpass,16,10,1,5178,2340187,49,53,2,1,1
260,ORDER,Ground Zero,Mirage,16,10,1,5236,2339978,70,110,2,0,1
261,Illuminar,Nordavind,Mirage,11,16,2,5150,2340221,46,50,11,16,2
262,Paradox,FURY,Inferno,16,8,1,5152,2339976,109,181,16,8,1
263,Triumph,Orgless,Dust2,16,12,1,5178,2340200,50,36,2,1,1
264,Triumph,Orgless,Inferno,16,14,1,5178,2340200,50,36,2,1,1
265,W7M,Alma,Dust2,16,7,1,5182,2339147,102,163,2,0,1
266,W7M,Alma,Mirage,16,14,1,5182,2339147,102,163,2,0,1
267,AGO,BIG,Dust2,16,6,1,5150,2340197,42,21,16,6,1
268,Triumph,Orgless,Nuke,11,16,2,5178,2340200,50,36,2,1,1
269,BIG,Unicorns of Love,Nuke,16,9,1,5150,2340196,21,141,16,9,1
270,Chiefs,AVANT,Nuke,16,13,1,5236,2339979,82,81,1,2,2
271,Chiefs,AVANT,Train,12,16,2,5236,2339979,82,81,1,2,2
272,AGO,Illuminar,Train,6,16,2,5150,2339321,42,46,6,16,2
273,Chiefs,AVANT,Dust2,12,16,2,5236,2339979,82,81,1,2,2
274,BIG,GamerLegion,Mirage,11,16,2,5150,2340194,21,39,11,16,2
275,Chiefs,Ground Zero,Inferno,16,9,1,5198,2340188,82,110,2,1,1
276,Copenhagen Flames,Sprout,Mirage,4,16,2,5135,2340180,35,32,2,1,1
277,Copenhagen Flames,Sprout,Nuke,16,12,1,5135,2340180,35,32,2,1,1
278,Copenhagen Flames,Sprout,Train,16,11,1,5135,2340180,35,32,2,1,1
279,SMASH,Movistar Riders,Nuke,7,16,2,5135,2340162,86,41,1,2,2
280,SMASH,Movistar Riders,Train,16,14,1,5135,2340162,86,41,1,2,2
281,EHOME,JiJieHao,Mirage,25,22,1,5196,2340190,115,178,2,1,1
282,EHOME,JiJieHao,Nuke,14,16,2,5196,2340190,115,178,2,1,1
283,EHOME,JiJieHao,Train,16,10,1,5196,2340190,115,178,2,1,1
284,ORDER,Chiefs,Nuke,16,1,1,5198,2340170,70,82,2,0,1
285,ORDER,Chiefs,Train,16,13,1,5198,2340170,70,82,2,0,1
286,Chiefs,Ground Zero,Mirage,16,7,1,5198,2340188,82,110,2,1,1
287,Chiefs,Ground Zero,Nuke,12,16,2,5198,2340188,82,110,2,1,1
288,SMASH,Movistar Riders,Inferno,12,16,2,5135,2340162,86,41,1,2,2
289,AVANT,Chiefs,Dust2,11,16,2,5198,2340148,81,82,0,2,2
290,Rooster,Ground Zero,Mirage,9,16,2,5198,2340149,119,110,1,2,2
291,Rooster,Ground Zero,Inferno,16,6,1,5198,2340149,119,110,1,2,2
292,Rooster,Ground Zero,Vertigo,12,16,2,5198,2340149,119,110,1,2,2
293,Gen.G,Orgless,Mirage,16,7,1,5178,2340176,17,47,2,0,1
294,Gen.G,Orgless,Inferno,16,7,1,5178,2340176,17,47,2,0,1
295,AVANT,Chiefs,Nuke,12,16,2,5198,2340148,81,82,0,2,2
296,Cloud9,Mythic,Vertigo,16,14,1,5178,2340177,23,60,2,0,1
297,Cloud9,Mythic,Inferno,16,10,1,5178,2340177,23,60,2,0,1
298,Bad News Bears,Ze Pug Godz,Inferno,16,13,1,5178,2340173,37,88,2,0,1
299,Bad News Bears,Ze Pug Godz,Dust2,16,9,1,5178,2340173,37,88,2,0,1
300,KOVA,OG,Dust2,4,16,2,5135,2340163,65,16,0,2,2
301,FURIA,Envy,Mirage,16,11,1,5178,2340172,13,49,2,0,1
302,FURIA,Envy,Nuke,16,7,1,5178,2340172,13,49,2,0,1
303,KOVA,OG,Inferno,14,16,2,5135,2340163,65,16,0,2,2
304,BIG,Movistar Riders,Inferno,4,16,2,5135,2340181,21,41,1,2,2
305,TYLOO,EHOME,Dust2,16,12,1,5196,2340165,29,115,2,0,1
306,BIG,Movistar Riders,Mirage,16,11,1,5135,2340181,21,41,1,2,2
307,TYLOO,EHOME,Mirage,16,7,1,5196,2340165,29,115,2,0,1
308,Mythic,Triumph,Mirage,16,14,1,5178,2340185,60,103,1,2,2
309,Mythic,Triumph,Overpass,14,16,2,5178,2340185,60,103,1,2,2
310,Orgless,ex-eUnited,Nuke,3,16,2,5178,2340189,47,73,2,1,1
311,Orgless,ex-eUnited,Overpass,16,11,1,5178,2340189,47,73,2,1,1
312,Orgless,ex-eUnited,Inferno,16,12,1,5178,2340189,47,73,2,1,1
313,GODSENT,OG,Train,16,3,1,5135,2340183,18,16,2,1,1
314,GODSENT,OG,Dust2,20,22,2,5135,2340183,18,16,2,1,1
315,GODSENT,OG,Nuke,16,14,1,5135,2340183,18,16,2,1,1
316,Dignitas,Nordavind,Dust2,12,16,2,5135,2340184,44,50,2,1,1
317,Dignitas,Nordavind,Nuke,16,13,1,5135,2340184,44,50,2,1,1
318,Dignitas,Nordavind,Inferno,16,8,1,5135,2340184,44,50,2,1,1
319,BIG,Movistar Riders,Overpass,20,22,2,5135,2340181,21,41,1,2,2
320,Mythic,Triumph,Inferno,12,16,2,5178,2340185,60,103,1,2,2
321,LiViD,Chaos,Overpass,8,16,2,5178,2340179,93,53,0,2,2
322,Triumph,Swole Identity,Vertigo,16,5,1,5178,2340174,103,71,2,0,1
323,LiViD,Chaos,Nuke,11,16,2,5178,2340179,93,53,0,2,2
324,Nordavind,Apeks,Nuke,15,19,2,5135,2340171,50,66,2,1,1
325,Nordavind,Apeks,Vertigo,16,8,1,5135,2340171,50,66,2,1,1
326,Rugratz,ex-eUnited,Overpass,14,16,2,5178,2340175,102,73,0,2,2
327,Rugratz,ex-eUnited,Vertigo,13,16,2,5178,2340175,102,73,0,2,2
328,Nordavind,Apeks,Mirage,16,13,1,5135,2340171,50,66,2,1,1
329,Triumph,Swole Identity,Overpass,16,13,1,5178,2340174,103,71,2,0,1
330,Heroic,Copenhagen Flames,Train,13,16,2,5135,2340182,14,35,0,2,2
331,Divine,Yeah,Nuke,6,16,2,5178,2340178,85,77,0,2,2
332,Divine,Yeah,Inferno,2,16,2,5178,2340178,85,77,0,2,2
333,Heroic,Copenhagen Flames,Inferno,14,16,2,5135,2340182,14,35,0,2,2
334,Bren,Beyond,Inferno,12,16,2,5197,2339936,78,136,1,2,2
335,Wubbalubbadubdub,R-Stars,Dust2,9,16,2,5196,2340145,191,105,0,2,2
336,Wubbalubbadubdub,R-Stars,Mirage,7,16,2,5196,2340145,191,105,0,2,2
337,Bren,Beyond,Overpass,4,16,2,5197,2339936,78,136,1,2,2
338,Bren,Beyond,Nuke,16,11,1,5197,2339936,78,136,1,2,2
339,Chiefs,Skyfire,Nuke,16,11,1,5198,2340142,82,122,2,1,1
340,Chiefs,Skyfire,Inferno,2,16,2,5198,2340142,82,122,2,1,1
341,Chiefs,Skyfire,Train,19,17,1,5198,2340142,82,122,2,1,1
342,Maple,HZ,Inferno,6,16,2,5197,2339934,63,87,0,2,2
343,Maple,HZ,Nuke,23,25,2,5197,2339934,63,87,0,2,2
344,Blank,Bren,Inferno,11,16,2,5197,2340153,189,78,0,2,2
345,ViCi,JiJieHao,Nuke,16,13,1,5196,2339933,40,178,2,1,1
346,ViCi,JiJieHao,Mirage,2,16,2,5196,2339933,40,178,2,1,1
347,OneThree,JiJieHao,Nuke,16,19,2,5196,2340146,126,178,1,2,2
348,Blank,Bren,Dust2,2,16,2,5197,2340153,189,78,0,2,2
349,Renegades,ORDER,Dust2,16,7,1,5198,2340147,24,70,2,1,1
350,Renegades,ORDER,Nuke,16,9,1,5198,2340147,24,70,2,1,1
351,Renegades,ORDER,Train,14,16,2,5198,2340147,24,70,2,1,1
352,OneThree,JiJieHao,Train,11,16,2,5196,2340146,126,178,1,2,2
353,OneThree,JiJieHao,Mirage,16,14,1,5196,2340146,126,178,1,2,2
354,Maple,Paper Rex,Train,16,12,1,5197,2340151,63,161,2,1,1
355,Maple,Paper Rex,Overpass,16,10,1,5197,2340151,63,161,2,1,1
356,Maple,Paper Rex,Nuke,13,16,2,5197,2340151,63,161,2,1,1
357,Aequus,Finest,Mirage,16,10,1,5195,2340134,151,180,2,0,1
358,Aequus,Finest,Inferno,19,16,1,5195,2340134,151,180,2,0,1
359,HZ,Lucid Dream,Inferno,10,16,2,5197,2340150,87,138,1,2,2
360,Renegades,AVANT,Train,16,19,2,5198,2340139,24,81,2,1,1
361,ViCi,JiJieHao,Train,16,4,1,5196,2339933,40,178,2,1,1
362,Chiefs,Rooster,Mirage,16,14,1,5198,2339940,82,119,1,2,2
363,Renegades,AVANT,Inferno,16,12,1,5198,2340139,24,81,2,1,1
364,Chiefs,Rooster,Inferno,12,16,2,5198,2339940,82,119,1,2,2
365,HZ,Lucid Dream,Dust2,14,16,2,5197,2340150,87,138,1,2,2
366,Triumph,Infinity,Dust2,16,10,1,5151,2339879,103,125,16,10,1
367,Under 21,Divine,Mirage,16,3,1,5151,2340010,114,85,16,3,1
368,Renegades,catman,Inferno,16,9,1,5198,2339938,24,146,2,0,1
369,Renegades,catman,Dust2,16,4,1,5198,2339938,24,146,2,0,1
370,AVANT,Ground Zero,Overpass,16,9,1,5198,2339939,81,110,2,0,1
371,AVANT,Ground Zero,Inferno,16,11,1,5198,2339939,81,110,2,0,1
372,Station7,Triumph,Overpass,12,16,2,5151,2340009,148,103,12,16,2
373,ORDER,Skyfire,Vertigo,16,7,1,5198,2339941,70,122,2,0,1
374,ORDER,Skyfire,Mirage,22,20,1,5198,2339941,70,122,2,0,1
375,Divine,Recon 5,Inferno,1,16,2,5151,2339552,85,95,1,16,2
376,Under 21,In The Lab,Mirage,16,5,1,5151,2340008,114,120,16,5,1
377,Chiefs,Rooster,Train,9,16,2,5198,2339940,82,119,1,2,2
378,Renegades,AVANT,Nuke,16,6,1,5198,2340139,24,81,2,1,1
