,team_1,team_2,_map,result_1,result_2,map_winner,event_id,match_id,rank_1,rank_2,map_wins_1,map_wins_2,match_winner
27452,Gambit,Rise Nation,Mirage,16,10,1,2574,2317623,9,39,16,10,1
27453,Isurus,INTZ,Cobblestone,6,16,2,3377,2317735,137,170,0,2,2
27454,HEXAGONE,AlienTech,Inferno,16,10,1,3371,2317753,193,90,1,2,2
27455,HEXAGONE,AlienTech,Train,11,16,2,3371,2317753,193,90,1,2,2
27456,HEXAGONE,AlienTech,Cache,12,16,2,3371,2317753,193,90,1,2,2
27457,AGO,Valiance,Mirage,16,11,1,3354,2317758,20,37,16,11,1
27458,Envy,BIG,Cache,19,17,1,2574,2317626,13,21,19,17,1
27459,Kinguin,Squared,Nuke,20,22,2,3354,2317606,31,138,20,22,2
27460,passions,HAVU,Train,4,16,2,3275,2317723,74,42,1,2,2
27461,PRIDE,Windigo,Mirage,16,11,1,3354,2317607,36,64,16,11,1
27462,mousesports,Envy,Train,12,16,2,2574,2317628,11,13,12,16,2
27463,Cloud9,Torqued,Cobblestone,16,12,1,3391,2317708,6,61,2,0,1
27464,Cloud9,Torqued,Inferno,16,9,1,3391,2317708,6,61,2,0,1
27465,passions,HAVU,Cache,9,16,2,3275,2317723,74,42,1,2,2
27466,HEXAGONE,Sharks,Inferno,8,16,2,3397,2317784,193,149,1,3,2
27467,HEXAGONE,Sharks,Nuke,16,6,1,3397,2317784,193,149,1,3,2
27468,HEXAGONE,Sharks,Cache,15,19,2,3397,2317784,193,149,1,3,2
27469,PRIDE,Windigo,Train,16,9,1,3354,2317788,36,64,16,9,1
27470,HEXAGONE,Sharks,Train,7,16,2,3397,2317784,193,149,1,3,2
27471,Windigo,Squared,Train,16,8,1,3354,2317787,64,138,16,8,1
27472,Splyce,Gale Force,Nuke,16,11,1,3391,2317707,48,57,2,0,1
27473,Squared,PRIDE,Train,6,16,2,3354,2317783,138,36,6,16,2
27474,Gambit,Natus Vincere,Inferno,31,28,1,2574,2317627,9,16,31,28,1
27475,Kinguin,Windigo,Cobblestone,9,16,2,3354,2317782,31,64,9,16,2
27476,passions,HAVU,Mirage,16,11,1,3275,2317723,74,42,1,2,2
27477,Splyce,Gale Force,Cache,16,3,1,3391,2317707,48,57,2,0,1
27478,Seed,Bpro,Train,16,9,1,3384,2317736,32,171,16,9,1
27479,AGO,Valiance,Inferno,16,14,1,3354,2317605,20,37,16,14,1
27480,pro100,Spirit Academy,Mirage,16,8,1,3384,2317733,70,102,16,8,1
27481,pro100,Bpro,Nuke,16,4,1,3384,2317732,70,171,16,4,1
27482,Spirit,PRIDE,Mirage,22,19,1,3387,2317727,43,36,2,0,1
27483,INTZ,Ivyaert,Mirage,16,6,1,3377,2317585,170,157,2,1,1
27484,Red Reserve,Fragsters,Inferno,19,17,1,3228,2317728,60,41,19,17,1
27485,Flash,Recca,Cobblestone,10,16,2,3383,2317725,33,135,10,16,2
27486,INTZ,Ivyaert,Cache,13,16,2,3377,2317585,170,157,2,1,1
27487,INTZ,Ivyaert,Inferno,16,9,1,3377,2317585,170,157,2,1,1
27488,MANS NOT HOT,Vexed,Cobblestone,16,5,1,3390,2317705,78,178,16,5,1
27489,Spirit,PRIDE,Overpass,16,14,1,3387,2317727,43,36,2,0,1
27490,pro100,EPG,Inferno,16,7,1,3384,2317734,70,84,16,7,1
27491,eL'quvet,Spirit,Mirage,11,16,2,3382,2317693,241,43,1,2,2
27492,GoodJob,EnVyUs Academy,Inferno,10,16,2,3354,2317718,76,66,10,16,2
27493,Valiance,EnVyUs Academy,Nuke,16,4,1,3354,2317756,37,66,16,4,1
27494,AGO,EnVyUs Academy,Cobblestone,16,11,1,3354,2317752,20,66,16,11,1
27495,SJ,Red Reserve,Cache,16,8,1,3370,2317754,63,60,2,0,1
27496,SJ,Red Reserve,Mirage,16,7,1,3370,2317754,63,60,2,0,1
27497,eL'quvet,Spirit,Cobblestone,16,8,1,3382,2317693,241,43,1,2,2
27498,eL'quvet,Spirit,Overpass,10,16,2,3382,2317693,241,43,1,2,2
27499,Valiance,GoodJob,Inferno,19,16,1,3354,2317751,37,76,19,16,1
27500,Seed,EPG,Cobblestone,16,11,1,3384,2317740,32,84,16,11,1
27501,Eclipse,5POWER,Inferno,16,8,1,3383,2317689,67,93,16,8,1
27502,Spirit Academy,Bpro,Inferno,7,16,2,3384,2317696,102,171,7,16,2
27503,SEAL,TOXIC,Train,14,16,2,3390,2317702,140,127,14,16,2
27504,PRIDE,Nemiga,Mirage,12,16,2,3382,2317588,36,71,12,16,2
27505,Valiance,North Academy,Nuke,16,10,1,3228,2317674,37,38,16,10,1
27506,EHOME,BOOT-d[S],Train,11,16,2,3383,2317690,238,101,11,16,2
27507,Telecon.Jundiaí,Isurus,Inferno,8,16,2,3377,2317584,148,137,0,2,2
27508,Ground Zero,Masterminds,Cache,19,17,1,3388,2317682,318,217,2,0,1
27509,Ground Zero,Masterminds,Mirage,16,6,1,3388,2317682,318,217,2,0,1
27510,Mineski,Signature,Inferno,6,16,2,3385,2317688,145,327,6,16,2
27511,Telecon.Jundiaí,Isurus,Overpass,8,16,2,3377,2317584,148,137,0,2,2
27512,Kinguin,GoodJob,Mirage,16,9,1,3290,2317691,31,76,16,9,1
27513,Epsilon,Tricked,Overpass,16,12,1,3382,2317694,65,54,16,12,1
27514,HAVU,Spirit,Nuke,11,16,2,3384,2317695,42,43,11,16,2
27515,HEXAGONE,Sharks,Inferno,16,12,1,3371,2317726,193,149,2,1,1
27516,exceL,EPG,Mirage,12,16,2,3320,2317692,131,84,0,2,2
27517,HEXAGONE,Sharks,Train,11,16,2,3371,2317726,193,149,2,1,1
27518,Fragsters,AGO,Inferno,14,16,2,3228,2317673,41,20,0,2,2
27519,HEXAGONE,Sharks,Cache,16,14,1,3371,2317726,193,149,2,1,1
27520,GoodJob,Epsilon,Cache,16,14,1,3384,2317700,76,65,16,14,1
27521,Seed,pro100,Inferno,11,16,2,3384,2317699,32,70,11,16,2
27522,Spirit Academy,Nexus,Mirage,6,16,2,3382,2317671,102,44,6,16,2
27523,exceL,EPG,Cache,2,16,2,3320,2317692,131,84,0,2,2
27524,WASD,Pompa,Train,6,16,2,3323,2317582,69,108,0,2,2
27525,WASD,Pompa,Mirage,3,16,2,3323,2317582,69,108,0,2,2
27526,Epsilon,HAVU,Mirage,19,15,1,3384,2317698,65,42,19,15,1
27527,GoodJob,Orion,Cache,16,8,1,3382,2317602,76,124,16,8,1
27528,Fragsters,AGO,Train,16,19,2,3228,2317673,41,20,0,2,2
27529,Ground Zero,Corvidae,Inferno,16,9,1,3388,2317681,318,172,2,1,1
27530,ViCi,Mineski,Mirage,6,16,2,3383,2317619,50,145,6,16,2
27531,Masterminds,Riotous,Cache,6,16,2,3388,2317680,217,192,2,1,1
27532,Masterminds,Riotous,Inferno,19,16,1,3388,2317680,217,192,2,1,1
27533,Ground Zero,Corvidae,Train,5,16,2,3388,2317681,318,172,2,1,1
27534,TheMongolz,Mineski,Mirage,13,16,2,3385,2317637,104,145,13,16,2
27535,Ground Zero,Corvidae,Overpass,16,6,1,3388,2317681,318,172,2,1,1
27536,ViCi,5POWER,Inferno,16,6,1,3385,2317636,50,93,16,6,1
27537,Rise Nation,Gale Force,Overpass,7,16,2,3322,2317507,39,57,2,1,1
27538,Rise Nation,Gale Force,Mirage,16,14,1,3322,2317507,39,57,2,1,1
27539,Rise Nation,Gale Force,Cobblestone,16,10,1,3322,2317507,39,57,2,1,1
27540,TYLOO,Signature,Mirage,19,21,2,3385,2317638,40,327,19,21,2
27541,Masterminds,Riotous,Cobblestone,16,13,1,3388,2317680,217,192,2,1,1
27542,TYLOO,TheMongolz,Cache,16,6,1,3385,2317687,40,104,16,6,1
27543,Seed,Spirit Academy,Train,16,10,1,3384,2317679,32,102,16,10,1
27544,GameAgents,ALTERNATE aTTaX,Nuke,6,16,2,3290,2317621,105,53,0,2,2
27545,SEAL,PRIDE,Nuke,16,9,1,3387,2317686,140,36,1,2,2
27546,SEAL,PRIDE,Train,13,16,2,3387,2317686,140,36,1,2,2
27547,SEAL,PRIDE,Cache,17,19,2,3387,2317686,140,36,1,2,2
27548,ALTERNATE aTTaX,EnVyUs Academy,Inferno,19,16,1,3320,2317573,53,66,2,0,1
27549,ALTERNATE aTTaX,EnVyUs Academy,Mirage,16,5,1,3320,2317573,53,66,2,0,1
27550,Nexus,GameAgents,Cache,16,9,1,3333,2317670,44,105,16,9,1
27551,Spirit Academy,EPG,Inferno,0,16,2,3384,2317678,102,84,0,16,2
27552,Bpro,EPG,Train,16,7,1,3384,2317677,171,84,16,7,1
27553,Spirit,Tricked,Mirage,14,16,2,3382,2317587,43,54,14,16,2
27554,GameAgents,ALTERNATE aTTaX,Mirage,8,16,2,3290,2317621,105,53,0,2,2
27555,Spirit,Epsilon,Overpass,6,16,2,3384,2317615,39,73,6,16,2
27556,SoaR,FRENCH CANADIANS,Nuke,16,8,1,3322,2317505,60,63,2,0,1
27557,SoaR,FRENCH CANADIANS,Inferno,16,9,1,3322,2317505,60,63,2,0,1
27558,Spirit Academy,EnVyUs Academy,Inferno,16,6,1,3382,2317586,101,70,16,6,1
27559,Nexus,Orion,Cobblestone,16,13,1,3323,2317581,48,147,2,0,1
27560,Nexus,Orion,Cache,16,8,1,3323,2317581,48,147,2,0,1
27561,Spirit,GoodJob,Mirage,14,16,2,3384,2317616,39,160,14,16,2
27562,HAVU,GoodJob,Mirage,8,16,2,3384,2317617,42,76,8,16,2
27563,HellRaisers,AVANGAR,Train,16,9,1,3224,2317532,24,43,2,0,1
27564,HellRaisers,AVANGAR,Overpass,16,13,1,3224,2317532,24,43,2,0,1
27565,Space Soldiers,GODSENT,Inferno,8,16,2,3114,2317592,19,45,1,2,2
27566,Space Soldiers,GODSENT,Mirage,6,16,2,3114,2317592,19,45,1,2,2
27567,Space Soldiers,GODSENT,Cache,16,12,1,3114,2317592,19,45,1,2,2
27568,Kinguin,GoodJob,Mirage,19,16,1,3224,2317533,31,160,2,0,1
27569,Kinguin,GoodJob,Cache,19,16,1,3224,2317533,31,160,2,0,1
27570,Ukraine,fnatic,Mirage,16,13,1,3114,2317593,17,13,2,0,1
27571,Ukraine,fnatic,Overpass,16,13,1,3114,2317593,17,13,2,0,1
27572,Space Soldiers,fnatic,Inferno,16,14,1,3114,2317599,19,13,2,1,1
27573,Space Soldiers,fnatic,Cobblestone,10,16,2,3114,2317599,19,13,2,1,1
27574,HellRaisers,Kinguin,Cache,16,9,1,3224,2317534,24,31,2,1,1
27575,HellRaisers,Kinguin,Cobblestone,6,16,2,3224,2317534,24,31,2,1,1
27576,HellRaisers,Kinguin,Inferno,16,5,1,3224,2317534,24,31,2,1,1
27577,BX3,Epsilon,Mirage,13,16,2,3333,2317563,152,73,13,16,2
27578,GODSENT,Ukraine,Inferno,11,16,2,3114,2317597,45,17,1,2,2
27579,GODSENT,Ukraine,Overpass,12,16,2,3114,2317597,45,17,1,2,2
27580,GODSENT,Ukraine,Mirage,16,10,1,3114,2317597,45,17,1,2,2
27581,Space Soldiers,fnatic,Mirage,16,6,1,3114,2317599,19,13,2,1,1
27582,KlikTech,Squared,Cache,5,16,2,3295,2317435,171,132,0,2,2
27583,WASD,Eclipse,Inferno,16,13,1,3224,2317526,74,64,16,13,1
27584,KlikTech,Squared,Inferno,14,16,2,3295,2317435,171,132,0,2,2
27585,Astralis,North,Overpass,15,15,2,2998,2316771,3,7,15,15,2
27586,NiP,SK,Train,4,16,2,2998,2316772,4,2,4,16,2
27587,G2,FaZe,Mirage,8,16,2,2998,2316773,5,1,8,16,2
27588,HellRaisers,GoodJob,Cobblestone,16,8,1,3224,2317527,24,160,16,8,1
27589,Astralis,NiP,Overpass,16,5,1,2998,2316770,3,4,16,5,1
27590,Kinguin,Tricked,Cobblestone,16,8,1,3224,2317525,31,44,16,8,1
27591,passions,AVANGAR,Cache,7,16,2,3224,2317524,79,43,7,16,2
27592,Ukraine,BIG,Overpass,16,10,1,3114,2317559,17,20,2,0,1
27593,Ukraine,BIG,Cobblestone,16,14,1,3114,2317559,17,20,2,0,1
27594,SK,G2,Cobblestone,16,8,1,2998,2316769,2,5,16,8,1
27595,North,G2,Mirage,15,15,2,2998,2316767,7,5,15,15,2
27596,FaZe,NiP,Train,15,15,2,2998,2316766,1,4,15,15,2
27597,Astralis,SK,Inferno,16,3,1,2998,2316765,3,2,16,3,1
27598,GoodJob,Eclipse,Inferno,16,9,1,3224,2317523,160,64,16,9,1
27599,WASD,HellRaisers,Cobblestone,5,16,2,3224,2317522,74,24,5,16,2
27600,NiP,North,Train,16,2,1,2998,2316774,4,7,16,2,1
27601,passions,Tricked,Cobblestone,16,8,1,3224,2317528,79,44,16,8,1
27602,FaZe,North,Train,13,16,2,2998,2316768,1,7,13,16,2
27603,Astralis,G2,Overpass,16,4,1,2998,2316776,3,5,16,4,1
27604,Envy,Space Soldiers,Cache,8,16,2,3114,2317567,14,19,0,2,2
27605,SK,FaZe,Mirage,8,16,2,2998,2316775,2,1,8,16,2
27606,Astralis,SK,Inferno,8,16,2,2998,2316782,3,2,1,2,2
27607,Astralis,SK,Cache,16,19,2,2998,2316782,3,2,1,2,2
27608,AGO,fnatic,Train,4,16,2,3114,2317572,21,13,0,2,2
27609,AGO,fnatic,Mirage,15,19,2,3114,2317572,21,13,0,2,2
27610,passions,AVANGAR,Mirage,15,19,2,3224,2317531,79,43,15,19,2
27611,KlikTech,Zonic,Mirage,16,11,1,3295,2317580,171,196,2,0,1
27612,Squared,Valiance,Inferno,8,16,2,3295,2317579,132,46,0,2,2
27613,Squared,Valiance,Train,10,16,2,3295,2317579,132,46,0,2,2
27614,KlikTech,Zonic,Cache,16,10,1,3295,2317580,171,196,2,0,1
27615,Astralis,SK,Mirage,16,11,1,2998,2316782,3,2,1,2,2
27616,G2,NiP,Cobblestone,16,7,1,2998,2316779,5,4,16,7,1
27617,Envy,Space Soldiers,Inferno,9,16,2,3114,2317567,14,19,0,2,2
27618,Valiance,Zonic,Cache,16,10,1,3295,2317436,46,196,2,0,1
27619,Valiance,Zonic,Inferno,16,6,1,3295,2317436,46,196,2,0,1
27620,AVANGAR,Kinguin,Cache,4,16,2,3224,2317529,43,31,4,16,2
27621,North,SK,Mirage,12,16,2,2998,2316777,7,2,12,16,2
27622,Astralis,FaZe,Inferno,16,14,1,2998,2316778,3,1,16,14,1
27623,WASD,GoodJob,Inferno,9,16,2,3224,2317530,74,160,9,16,2
27624,Singularity,Vexed,Mirage,12,16,2,3333,2317539,56,154,12,16,2
27625,Renegades,Luminosity,Train,16,10,1,3060,2317453,12,26,16,10,1
27626,Luminosity,Renegades,Cache,16,14,1,3060,2317454,26,12,16,14,1
27627,Isurus,Brasil Gaming House,Inferno,16,10,1,3377,2317551,131,311,2,0,1
27628,Isurus,Brasil Gaming House,Overpass,16,14,1,3377,2317551,131,311,2,0,1
27629,Envy,GameAgents,Inferno,16,7,1,3114,2317478,14,115,16,7,1
27630,Envy,Virtus.pro,Train,15,15,2,3114,2317481,14,8,15,15,2
27631,Virtus.pro,GameAgents,Inferno,15,15,2,3114,2317483,8,115,15,15,2
27632,AGO,Limitless,Mirage,16,8,1,3114,2317485,21,135,16,8,1
27633,fnatic,RESISTANCE,Inferno,16,11,1,3114,2317486,13,169,16,11,1
27634,Fragsters,Limitless,Cache,6,16,2,3114,2317487,35,135,6,16,2
27635,Fragsters,fnatic,Mirage,6,16,2,3114,2317491,35,13,6,16,2
27636,Limitless,RESISTANCE,Cache,16,10,1,3114,2317492,135,169,16,10,1
27637,AGO,RESISTANCE,Mirage,16,6,1,3114,2317488,21,169,16,6,1
27638,fnatic,Limitless,Cache,12,16,2,3114,2317490,13,135,12,16,2
27639,Fragsters,RESISTANCE,Inferno,15,15,2,3114,2317494,35,169,15,15,2
27640,AGO,fnatic,Train,16,8,1,3114,2317493,21,13,16,8,1
27641,AGO,Fragsters,Cache,16,10,1,3114,2317489,21,35,16,10,1
27642,GODSENT,Endpoint,Overpass,16,14,1,3114,2317458,45,76,16,14,1
27643,Quantum Bellator Fire,Nemiga,Nuke,12,16,2,3114,2317468,51,71,12,16,2
27644,Ukraine,Endpoint,Nuke,16,5,1,3114,2317463,17,76,16,5,1
27645,GODSENT,North Academy,Train,16,4,1,3114,2317464,45,32,16,4,1
27646,GODSENT,Ukraine,Train,16,10,1,3114,2317461,45,17,16,10,1
27647,North Academy,Endpoint,Overpass,4,16,2,3114,2317460,32,76,4,16,2
27648,Athletico,Chiefs,Mirage,14,16,2,3049,2317521,114,59,0,2,2
27649,Athletico,Chiefs,Nuke,3,16,2,3049,2317521,114,59,0,2,2
27650,Hafnet,OverSports,Cache,16,13,1,3335,2317537,190,271,2,0,1
27651,Ukraine,North Academy,Overpass,16,8,1,3114,2317455,17,32,16,8,1
27652,Ghost,Liquid,Mirage,6,16,2,3060,2317452,66,10,6,16,2
27653,Liquid,Ghost,Cobblestone,16,9,1,3060,2317451,10,66,16,9,1
27654,FaZe,Virtus.pro,Train,16,8,1,3059,2316800,1,8,16,8,1
27655,Hafnet,OverSports,Mirage,16,3,1,3335,2317537,190,271,2,0,1
27656,Liquid,Cloud9,Cache,11,16,2,3060,2317519,10,6,11,16,2
27657,Cloud9,Liquid,Mirage,19,15,1,3060,2317518,6,10,19,15,1
27658,Envy,Heroic,Nuke,9,16,2,3059,2317425,14,16,9,16,2
27659,BIG,Nemiga,Cobblestone,16,6,1,3114,2317465,20,71,16,6,1
27660,Space Soldiers,Nemiga,Overpass,16,6,1,3114,2317470,19,71,16,6,1
27661,GODSENT,G2,Overpass,3,16,2,3059,2317536,45,5,3,16,2
27662,BIG,Space Soldiers,Cache,12,16,2,3114,2317473,20,19,12,16,2
27663,BIG,Quantum Bellator Fire,Cobblestone,16,7,1,3114,2317469,20,51,16,7,1
27664,mousesports,Envy,Cobblestone,16,1,1,3059,2317215,11,14,16,1,1
27665,Nexus,PUR$i$EURA,Mirage,16,3,1,3323,2317542,48,149,2,0,1
27666,Nexus,PUR$i$EURA,Overpass,16,11,1,3323,2317542,48,149,2,0,1
27667,Heroic,Envy,Inferno,16,11,1,3059,2317426,16,14,16,11,1
27668,Envy,mousesports,Nuke,11,16,2,3059,2317216,14,11,11,16,2
27669,Virtus.pro,FaZe,Cobblestone,16,7,1,3059,2316801,8,1,16,7,1
27670,Spirit Academy,SEAL,Inferno,11,16,2,3367,2317540,101,210,0,2,2
27671,Movistar Riders,Orion,Train,10,16,2,3323,2317541,93,147,1,2,2
27672,Quantum Bellator Fire,Space Soldiers,Inferno,16,7,1,3114,2317472,51,19,16,7,1
27673,G2,GODSENT,Cache,11,16,2,3059,2317535,5,45,11,16,2
27674,Spirit Academy,SEAL,Cobblestone,9,16,2,3367,2317540,101,210,0,2,2
27675,Movistar Riders,Orion,Cache,4,16,2,3323,2317541,93,147,1,2,2
27676,Movistar Riders,Orion,Mirage,16,12,1,3323,2317541,93,147,1,2,2
27677,AGO,Vega Squadron,Train,12,16,2,3292,2317503,21,28,1,2,2
27678,Tainted Minds,Athletico,Nuke,22,25,2,3049,2317520,52,114,1,2,2
27679,Kings,Chiefs,Nuke,16,19,2,3049,2317504,58,59,1,2,2
27680,Kings,Chiefs,Inferno,16,9,1,3049,2317504,58,59,1,2,2
27681,Kings,Chiefs,Overpass,4,16,2,3049,2317504,58,59,1,2,2
27682,AGO,Vega Squadron,Cache,16,11,1,3292,2317503,21,28,1,2,2
