,team_won,team_lost,winning_score,losing_score,winning_rank,losing_rank
16100,Lucid Dream,CGH,16,7,,
16101,Flash,Vindicta,19,15,,
16102,Beyond,Neolution Lelix,16,9,,
16103,BOOT-d[S],Absolute5,16,10,,
16104,Paradox,ORDER,2,1,,
16105,Tainted Minds,TRIDENT,2,0,,
16106,CyberZen,Lucid Dream,2,0,,
16107,Forty Six and 2,ETHEREAL,16,4,,
16108,Vireo.pro,Excelerate,16,3,,
16109,Forty Six and 2,Blight,16,7,,
16110,cantwinalan,Infamous,16,11,,
16111,Yeah,NOORG,2,0,,
16112,Evilvice,Bragantino,2,0,,
16113,NRG,OpTic,3,1,,
16114,Wild,W7M,2,0,,
16115,Bragantino,No2B,16,12,,
16116,NOORG,Furious,16,10,,
16117,Evilvice,DETONA,16,9,,
16118,Yeah,AccepT,16,12,,
16119,Viva Algeria,Limitless,2,0,,
16120,Isurus,No2B,2,0,,
16121,Valiance,Chaos,16,14,,
16122,Tricked,PACT,16,9,,
16123,Virtus.pro,AGO,2,0,5.0,
16124,OpTic,BIG,2,0,,9.0
16125,Endpoint,PACT,16,3,26.0,
16126,Red Reserve,ALTERNATE aTTaX,16,13,,
16127,Endpoint,EURONICS,16,3,26.0,
16128,Windigo,Reseaux,16,3,,
16129,Valiance,PACT,16,0,,
16130,Sprout,Epsilon,16,3,,
16131,Grayhound,madlikewizards,2,0,,
16132,OpTic,Complexity,2,0,,13.0
16133,Chiefs,ORDER,2,0,,
16134,Forty Six and 2,Bravado,16,7,,
16135,NRG,BIG,2,1,,9.0
16136,Spacestation,Rogue,16,14,,
16137,Imperial,Wild,2,0,,
16138,INTZ,FURIA,2,1,,12.0
16139,Rogue,Spacestation,19,16,,
16140,Complexity,Heroic,2,1,13.0,4.0
16141,North,Virtus.pro,16,11,,5.0
16142,Windigo,AGO,16,13,,
16143,LDLC,Astralis,16,14,,7.0
16144,ALTERNATE aTTaX,Tricked,19,17,,
16145,HellRaisers,ex-Space Soldiers,16,10,,
16146,fnatic,AGO,16,11,30.0,
16147,Red Reserve,Endpoint,16,2,,26.0
16148,Virtus.pro,Izako Boars,2,0,5.0,
16149,OpTic,Complexity,2,1,,13.0
16150,FaZe,North,16,5,29.0,
16151,Berzerk,Vexed,25,22,,
16152,HellRaisers,ex-Space Soldiers,16,9,,
16153,Red Reserve,3DMAX,16,9,,
16154,AGO,fnatic,16,8,,30.0
16155,FaZe,North,16,8,29.0,
16156,3DMAX,Flow,16,13,,
16157,EURONICS,Fragsters,16,2,,
16158,mousesports,fnatic,16,5,8.0,30.0
16159,ex-Space Soldiers,Windigo,16,14,,
16160,Recca,ArkAngel,2,0,,
16161,Fragsters,Chaos,16,11,,
16162,fnatic,mousesports,16,13,30.0,8.0
16163,ex-Space Soldiers,Windigo,16,8,,
16164,TNC,Alpha Red,2,0,,
16165,Thirteen,IMBA.SAS,2,1,,
16166,ViCi,2ez,2,1,,
16167,EHOME,BTRG,2,0,,
16168,Red Reserve,AGO,16,13,,
16169,AGO,Epsilon,16,13,,
16170,2990,ikarus,2,0,,
16171,ORDER,Paradox,16,14,,
16172,Ignis,DWFN,2,0,,
16173,MC,Formidable,16,7,,
16174,Tainted Minds,TRIDENT,1,0,,
16175,Paradox,Formidable,16,10,,
16176,madlikewizards,MC,16,10,,
16177,Chiefs,Legacy,16,3,,
16178,Breakaway,Ground Zero,16,11,,
16179,Tainted Minds,Dynasty,1,0,,
16180,Grayhound,MC,16,11,,
16181,madlikewizards,Formidable,16,2,,
16182,Tainted Minds,Chiefs,16,5,,
16183,seadoggs,Chiefs,1,0,,
16184,Grayhound,Legacy,16,7,,
16185,Paradox,Tainted Minds,1,0,,
16186,Exsto,Grayhound,1,0,,
16187,TeamOne,Mythic,2,0,,
16188,eUnited,INTZ,22,20,,
16189,Test Takers,Vault,16,2,,
16190,Mythic,TeamOne,2,1,,
16191,Spacestation,ETHEREAL,16,5,,
16192,FURIA Academy,Evilvice,25,22,,
16193,Imperial,Isurus,16,14,,
16194,Wild,W7M,16,14,,
16195,DETONA,Yeah,16,9,,
16196,cantwinalan,Excelerate,16,11,,
16197,Vireo.pro,Test Takers,16,9,,
16198,INTZ,eUnited,16,7,,
16199,DETONA,Isurus,16,14,,
16200,Renegades,Luminosity,16,8,,
16201,W7M,Evilvice,16,11,,
16202,Singularity,Think Outside the Box,16,9,,
16203,Yeah,Imperial,16,11,,
16204,eUnited,Envy,16,12,,
16205,Spacestation,Old Guys Club,16,1,,
16206,cantwinalan,ex-Velocity,16,1,,
16207,Renegades,Luminosity,16,11,,
16208,Vision,Mythic,16,7,,
16209,Wild,FURIA Academy,16,3,,
16210,Envy,eUnited,16,13,,
16211,Imperial,DETONA,19,15,,
16212,Rogue,Renegades,16,5,,
16213,Renegades,Rogue,16,12,,
16214,AGO,x-kom,2,0,,
16215,Astralis,North,16,13,7.0,
16216,Isurus,Yeah,16,6,,
16217,Windigo,fnatic,16,14,,30.0
16218,NIP,FaZe,16,4,6.0,29.0
16219,W7M,FURIA Academy,16,9,,
16220,Wild,Evilvice,16,11,,
16221,North,Astralis,19,17,,7.0
16222,FaZe,NIP,16,11,29.0,6.0
16223,Windigo,fnatic,16,10,,30.0
16224,ENCE,Fragsters,16,12,22.0,
16225,Flow,Red Reserve,16,13,,
16226,Tricked,Berzerk,16,14,,
16227,PACT,EURONICS,2,0,,
16228,NIP,FaZe,16,11,6.0,29.0
16229,ENCE,Smoke Criminals,16,12,22.0,
16230,x6tence Galaxy,Reseaux,16,1,,
16231,Tricked,SJ,16,10,,
16232,AGO,mousesports,16,10,,8.0
16233,Virtus.pro,fnatic,16,10,5.0,30.0
16234,ALTERNATE aTTaX,aAa,16,11,,
16235,Fragsters,expert,16,3,,
16236,x6tence Galaxy,Windigo,16,10,,
16237,Chaos,Flow,19,17,,
16238,NIP,FaZe,16,11,6.0,29.0
16239,Virtus.pro,fnatic,16,13,5.0,30.0
16240,mousesports,AGO,16,4,8.0,
16241,ENCE,expert,16,7,22.0,
16242,Valiance,LDLC,16,2,,
16243,Natus Vincere,HellRaisers,16,8,2.0,
16244,ALTERNATE aTTaX,SJ,16,9,,
16245,LDLC,Tricked,16,9,,
16246,North,ex-Space Soldiers,16,6,,
16247,Sprout,Valiance,19,17,,
16248,HellRaisers,Natus Vincere,16,14,,2.0
16249,LDLC,ALTERNATE aTTaX,16,14,,
16250,North,ex-Space Soldiers,16,7,,
16251,SJ,Reseaux,16,4,,
16252,5POWER,Storm Rider,2,1,,
16253,Ground Zero,TRIDENT,19,15,,
16254,Exsto,MC,16,7,,
16255,Storm Rider,810 SENPAI,2,0,,
16256,Paradox,seadoggs,16,6,,
16257,ORDER,Grayhound,3,1,,
16258,Formidable,ex-Vizard,1,0,,
16259,Ground Zero,Dynasty,1,0,,
16260,MC,Dynasty,19,16,,
16261,TRIDENT,Breakaway,16,11,,
16262,seadoggs,Exsto,16,5,,
16263,Rogue,Complexity,16,14,,13.0
16264,Mythic,Vision,2,1,,
16265,Vireo.pro,Old Guys Club,16,6,,
16266,TeamOne,Bravado,2,0,,
16267,Complexity,Rogue,22,20,13.0,
16268,Spacestation,Test Takers,16,10,,
16269,5POWER,ViCi,2,1,,
16270,Imperial,W7M,2,0,,
16271,Envy,Cloud9,16,11,,
16272,TeamOne,Vireo.pro,16,14,,
16273,Vision,Infamous,16,8,,
16274,Mythic,APE GANG,16,12,,
16275,Envy,Cloud9,16,7,,
16276,North,mousesports,16,7,,8.0
16277,MIKSTURA,Red Reserve,2,1,,
16278,Isurus,Santos,2,0,,
16279,mousesports,North,16,6,8.0,
16280,Bravado,ETHEREAL,1,0,,
16281,Astralis,Windigo,16,14,7.0,
16282,HellRaisers,NIP,16,11,,6.0
16283,FaZe,Virtus.pro,19,17,29.0,5.0
16284,Astralis,Windigo,16,13,7.0,
16285,NIP,HellRaisers,16,7,6.0,
16286,Virtus.pro,FaZe,16,5,5.0,29.0
16287,Valiance,Zagreb360,2,0,,
16288,Windigo,Tricked,2,0,,
16289,fnatic,NIP,16,5,30.0,6.0
16290,Natus Vincere,AGO,16,8,2.0,
16291,Epsilon,Smoke Criminals,16,7,,
16292,Astralis,Virtus.pro,16,14,7.0,5.0
16293,NIP,fnatic,16,11,6.0,30.0
16294,AGO,Natus Vincere,16,7,,2.0
16295,GamePub,Gamezone,2,0,,
16296,Astralis,Virtus.pro,16,8,7.0,5.0
16297,Red Reserve,Tempo Storm,16,14,,
16298,Tricked,Movistar Riders,16,13,,
16299,MIKSTURA,Imperial,16,12,,
16300,EURONICS,LDLC,19,16,,
16301,Windigo,Valiance,16,7,,
16302,HellRaisers,fnatic,16,13,,30.0
16303,mousesports,North,16,6,8.0,
16304,North,mousesports,16,12,,8.0
16305,HellRaisers,fnatic,16,5,,30.0
16306,LDLC,Sprout,16,13,,
16307,Grayhound,Chiefs,2,0,,
16308,Breakaway,Dynasty,16,5,,
16309,madlikewizards,Ground Zero,16,2,,
16310,Chiefs,Tainted Minds,2,1,,
16311,Ground Zero,Legacy,16,7,,
16312,seadoggs,Dynasty,16,10,,
16313,ETHEREAL,Atlas,16,9,,
16314,Vision,Polar Ace,16,4,,
16315,Infamous,blitz,16,14,,
16316,TeamOne,The Fundamentals,16,9,,
16317,Bravado,4US,16,4,,
16318,Vireo.pro,Thunder Logic,16,3,,
16319,APE GANG,Blight,16,9,,
16320,Mythic,FakeOutNation,16,1,,
16321,Wild,Bragantino,2,0,,
16322,Red Reserve,GoldenGitte,19,17,,
16323,Windigo,cats,16,11,,
16324,Sharks,No2B,2,0,,
16325,Tricked,Kingpins,16,13,,
16326,Imperial,Epsilon,16,8,,
16327,Valiance,Fierce,16,11,,
16328,Movistar Riders,expert,16,10,,
16329,Tempo Storm,Flow,16,14,,
16330,MIKSTURA,LDLC,16,14,,
16331,ENCE,Virtus.pro,16,3,22.0,5.0
16332,ENCE,PACT,19,16,22.0,
16333,bluuuuud,MYF,2,1,,
16334,LDLC,Chaos,16,8,,
16335,OpTic,aAa,16,3,,
16336,OpTic,Red Reserve,16,12,,
16337,ORDER,Chiefs,16,5,,
16338,Tainted Minds,Legacy,16,2,,
16339,Chiefs,ex-Vizard,1,0,,
16340,Legacy,madlikewizards,16,12,,
16341,TRIDENT,ex-Vizard,1,0,,
16342,Bravado,INTZ,2,0,,
16343,Bravado,Rogue,2,1,,
16344,x6tence Galaxy,Syman,2,1,,
16345,INTZ,eUnited,2,0,,
16346,EURONICS,Nexus,2,1,,
16347,Ghost,Grizzlys,2,0,,
16348,Tricked,Kinguin,16,13,,
16349,Windigo,SJ,16,8,,
16350,INTZ,Spacestation,2,1,,
16351,Bravado,Luminosity,2,1,,
16352,Vexed,PACT,16,9,,
16353,OpTic,Tricked,16,3,,
16354,eUnited,Vireo.pro,2,0,,
16355,Rogue,TeamOne,2,0,,
16356,OpTic,Endpoint,16,14,,26.0
16357,Kinguin,Chaos,16,4,,
16358,x6tence Galaxy,Fragsters,2,1,,
16359,Syman,AGO,2,1,,
16360,Epsilon,EURONICS,16,7,,
16361,Tricked,Vexed,16,9,,
16362,Those Damn Canadians,Mirage fe,2,0,,
16363,FaZe,Natus Vincere,2,0,29.0,2.0
16364,MiTH,Ignis,2,1,,
16365,AGO,Red Reserve,2,1,,
16366,Fragsters,LeftOut,2,1,,
16367,x6tence Galaxy,LDLC,2,1,,
16368,FaZe,Liquid,2,0,29.0,14.0
16369,Syman,ex-Space Soldiers,2,0,,
16370,Brute,eSuba,2,0,,
16371,GUNRUNNERS,VENI VIDI VICI,2,0,,
16372,2ez,Slaughter Rage Army,2,0,,
16373,Natus Vincere,AVANGAR,2,0,2.0,
16374,TRIDENT,MC,16,12,,
16375,Legacy,Formidable,16,6,,
16376,Grayhound,Breakaway,16,7,,
16377,ORDER,Formidable,16,4,,
16378,Ignis,GOSU,2,1,,
16379,Grayhound,Legacy,16,6,,
16380,Breakaway,ORDER,16,9,,
16381,Furious,Andes,2,1,,
16382,MiTH,2990,2,0,,
16383,Sharks,DETONA,2,1,,
16384,Vault,ex-Velocity,16,11,,
16385,Grizzlys,LiViD,2,1,,
16386,Andes,Malvinas,2,0,,
16387,Andes,Good Fellas,2,1,,
16388,Ghost,Poutine Warriors,2,0,,
16389,Evilvice,Duck Nutz,2,0,,
16390,Vireo.pro,cantwinalan,16,6,,
16391,INTZ,FURIA,16,13,,12.0
16392,Bravado,Vision,16,6,,
16393,TeamOne,Whatever It Takes,16,3,,
16394,Epsilon,PACT,16,10,,
16395,PACT,Berzerk,16,3,,
16396,Red Reserve,Codewise Unicorns,16,6,,
16397,x6tence Galaxy,Arctic,16,2,,
16398,LeftOut,x-kom,16,10,,
16399,Syman,Vitality,16,11,,10.0
16400,Turku Evolution,Voitelijat,2,0,,
16401,x6tence Galaxy,Valiance,16,13,,
16402,Red Reserve,Tempo Storm,19,16,,
16403,VENI VIDI VICI,eSuba,2,1,,
16404,Arctic,Smoke Criminals,16,13,,
16405,x-kom,Nordavind,16,13,,
16406,Vitality,Copenhagen Flames,16,7,10.0,
16407,MiTH,FrostFire,2,0,,
16408,Codewise Unicorns,HyperioN,16,9,,
16409,LeftOut,pieuwpieuw,16,8,,
16410,Syman,pSlayers,16,4,,
16411,FaZe,NIP,2,0,29.0,6.0
16412,Voitelijat,Cosa Nostra,2,1,,
16413,Ignis,QuestionMark,2,0,,
16414,AVANGAR,HellRaisers,2,0,,
16415,GUNRUNNERS,Brute,2,1,,
16416,Turku Evolution,FC Lahti Menace,2,1,,
16417,MiTH,24BHB,2,1,,
16418,QuestionMark,Sad Story,2,1,,
16419,TNC,Fractals,2,0,,
16420,SJ,PACT,16,14,,
16421,OpTic,SJ,25,22,,
16422,GOSU,FrostFire,2,0,,
16423,2990,Ignis,2,0,,
16424,FrostFire,MiTH,16,12,,
16425,GOSU,24BHB,16,10,,
16426,Ignis,Sad Story,16,4,,
16427,Vault,Infamous,22,20,,
16428,Bravado,Old Guys Club,16,9,,
16429,2990,QuestionMark,16,14,,
16430,ex-Velocity,Think Outside the Box,16,12,,
16431,Vireo.pro,Spacestation,16,14,,
16432,Bravado,Think Outside the Box,16,6,,
16433,W7M,DETONA,2,0,,
16434,Test Takers,Infamous,16,7,,
16435,TeamOne,Singularity,16,3,,
16436,Wild,WePlayGames,2,0,,
16437,Bpro,SJ,2,0,,
16438,UnderPressure,DreamEaters,2,1,,
16439,Red Reserve,Smoke Criminals,16,14,,
16440,OpTic,x6tence Galaxy,16,9,,
16441,Liquid,AVANGAR,2,0,14.0,
16442,Bpro,forZe,2,1,,17.0
16443,Fragsters,Valiance,16,11,,
16444,3DMAX,Sprout,16,14,,
16445,SJ,Endpoint,2,0,,26.0
16446,Atlants,Unique,2,0,,
16447,Natus Vincere,FaZe,2,0,2.0,29.0
16448,Chiefs,Formidable,16,1,,
16449,Paradox,ex-Vizard,1,0,,
16450,Tainted Minds,Legacy,16,10,,
16451,Paradox,Chiefs,16,13,,
16452,TRIDENT,Exsto,16,9,,
16453,Chiefs,Ground Zero,16,12,,
16454,Grayhound,Breakaway,16,9,,
16455,Chiefs,Dynasty,16,11,,
16456,cantwinalan,Vision,16,12,,
16457,Test Takers,ETHEREAL,16,14,,
16458,TeamOne,Blight,16,9,,
16459,W7M,Furious,16,9,,
16460,Singularity,Excelerate,16,4,,
16461,Wild,Bulldozer,16,3,,
16462,WePlayGames,Uranus,16,12,,
16463,cantwinalan,Vireo.pro,16,5,,
16464,Old Guys Club,Mythic,16,11,,
16465,DETONA,Bragantino,16,11,,
16466,Singularity,Spacestation,16,4,,
16467,TeamOne,ex-Velocity,16,6,,
16468,Unique,HOLLYWOOD,16,7,,
16469,Atlants,PUGSTAR5,1,0,,
16470,UnderPressure,LAN DODGERS,19,17,,
16471,forZe,ALTERNATE aTTaX,2,1,17.0,
16472,DreamEaters,tomorrow will be better,16,8,,
16473,SJ,TV stars,2,0,,
16474,3DMAX,PACT,19,15,,
16475,Spirit,Fragsters,16,5,15.0,
16476,Chaos,aAa,16,8,,
16477,Endpoint,ALTERNATE aTTaX,16,6,26.0,
16478,forZe,Imperial,16,9,17.0,
16479,SJ,Tricked,16,10,,
16480,3DMAX,Vexed,16,7,,
16481,Bpro,TV stars,16,14,,
16482,Sprout,EURONICS,16,5,,
16483,PACT,Flow,16,2,,
16484,NIP,Swole Patrol,2,0,6.0,
16485,Endpoint,Imperial,19,17,26.0,
16486,3DMAX,x6tence Galaxy,16,13,,
16487,ALTERNATE aTTaX,forZe,16,6,,17.0
16488,Bpro,SJ,16,4,,
16489,TV stars,Tricked,16,3,,
16490,Liquid,Swole Patrol,2,0,14.0,
16491,Chiefs,Ground Zero,2,1,,
16492,AVANGAR,NIP,2,1,,6.0
16493,madlikewizards,Paradox,16,8,,
16494,Tainted Minds,Legacy,2,0,,
16495,ORDER,Grayhound,2,1,,
16496,madlikewizards,seadoggs,16,7,,
16497,Chiefs,Exsto,16,3,,
16498,Old Guys Club,Vault,16,13,,
16499,Old Guys Club,Think Outside the Box,16,12,,
16500,FURIA,blitz,2,0,12.0,
16501,NRG,Renegades,16,10,,
16502,Excelerate,Forty Six and 2,16,13,,
16503,NRG,Renegades,16,2,,
16504,Singularity,Bravado,2,0,,
16505,FURIA,Mythic,16,12,12.0,
16506,Cloud9,Renegades,19,15,,
16507,Renegades,Cloud9,16,8,,
16508,Fragsters,Chaos,2,1,,
16509,HellRaisers,ENCE,2,1,,22.0
16510,Sprout,3DMAX,2,1,,
16511,Astralis,mousesports,16,10,7.0,8.0
16512,Astralis,mousesports,16,5,7.0,8.0
16513,Astralis,fnatic,16,7,7.0,30.0
16514,Astralis,fnatic,16,1,7.0,30.0
16515,Natus Vincere,HellRaisers,2,1,2.0,
16516,3DMAX,Imperial,16,14,,
16517,Chaos,ZERO,16,10,,
16518,Fragsters,Endpoint,16,3,,26.0
16519,Sprout,Vitality,16,9,,10.0
16520,CyberZen,MVP PK,2,1,,
16521,FaZe,ENCE,2,1,29.0,22.0
16522,Legacy,Paradox,2,1,,
16523,Ground Zero,madlikewizards,2,0,,
16524,CyberZen,TYLOO,2,1,,
16525,ORDER,Tainted Minds,2,1,,
16526,Breakaway,seadoggs,16,9,,
16527,Swole Patrol,Virtus.pro,2,0,,5.0
16528,Grayhound,Chiefs,2,0,,
16529,Breakaway,ex-AVANT,1,0,,
16530,Grayhound,ex-AVANT,1,0,,
16531,Bravado,lmfao,16,10,,
16532,Singularity,The Ruskiz,16,7,,
16533,blitz,TeamOne,16,12,,
16534,NRG,eUnited,16,5,,
16535,NRG,eUnited,16,2,,
16536,Renegades,MIBR,16,10,,
16537,Renegades,MIBR,16,12,,
16538,Sprout,AGO,16,11,,
16539,ZERO,Flow,16,10,,
16540,Chaos,Red Reserve,16,14,,
16541,Endpoint,LDLC,16,14,26.0,
16542,Imperial,Valiance,16,11,,
16543,3DMAX,ALTERNATE aTTaX,16,9,,
16544,Vitality,LeftOut,16,14,10.0,
16545,Fragsters,x6tence Galaxy,16,13,,
16546,Astralis,OpTic,16,9,7.0,
16547,Astralis,OpTic,16,6,7.0,
16548,FaZe,G2,16,9,29.0,3.0
16549,HellRaisers,Virtus.pro,2,0,,5.0
16550,G2,FaZe,16,13,3.0,29.0
16551,Swole Patrol,5POWER,2,0,,
16552,LDLC,FCDB,16,7,,
16553,HellRaisers,Swole Patrol,2,0,,
16554,ORDER,MC,16,2,,
16555,Tainted Minds,Ground Zero,16,5,,
16556,Virtus.pro,5POWER,2,0,5.0,
16557,ORDER,Ground Zero,16,5,,
16558,Tainted Minds,ex-Vizard,1,0,,
16559,Complexity,Luminosity,16,11,13.0,
16560,Ghost,INTZ,16,7,,
16561,INTZ,Ghost,16,13,,
16562,Complexity,Luminosity,16,5,13.0,
16563,Vault,Think Outside the Box,16,13,,
16564,MIBR,Rogue,16,7,,
16565,Singularity,Blight,16,4,,
16566,Cloud9,Renegades,19,15,,
16567,Mythic,Vault,16,13,,
16568,MIBR,Rogue,19,17,,
16569,Complexity,NRG,16,5,13.0,
16570,Renegades,Cloud9,16,14,,
16571,eUnited,Spacestation,2,0,,
16572,Complexity,NRG,16,12,13.0,
16573,Rogue,Envy,22,19,,
16574,Ghost,Luminosity,16,7,,
16575,MIBR,Cloud9,16,14,,
16576,eUnited,FURIA,2,0,,12.0
16577,Ghost,Luminosity,16,11,,
16578,Cloud9,MIBR,16,12,,
16579,Rogue,Envy,16,6,,
16580,Spacestation,4US,2,0,,
16581,mousesports,Heroic,16,3,8.0,4.0
16582,FURIA,TeamOne,2,1,12.0,
16583,Wild,W7M,2,0,,
16584,fnatic,OpTic,16,12,30.0,
16585,G2,BIG,16,11,3.0,9.0
16586,Valiance,Movistar Riders,2,0,,
16587,mousesports,Heroic,16,13,8.0,4.0
16588,BIG,G2,16,6,9.0,3.0
16589,fnatic,OpTic,16,5,30.0,
16590,Spacestation,Final Feature,2,0,,
16591,mousesports,FaZe,16,13,8.0,29.0
16592,eUnited,Duffle Bag Men,2,0,,
16593,Vitality,Vyalie Pitoni,2,0,10.0,
16594,North,OpTic,16,12,,
16595,Epsilon,Endpoint,16,14,,26.0
16596,Natus Vincere,Windigo,16,11,2.0,
16597,Izako Boars,Brute,2,1,,
16598,FaZe,mousesports,16,13,29.0,8.0
16599,4US,Luminosity,1,0,,
16600,Natus Vincere,Windigo,16,8,2.0,
16601,Codewise Unicorns,EURONICS,2,0,,
16602,North,OpTic,16,12,,
16603,ALTERNATE aTTaX,Reseaux,16,6,,
16604,Vyalie Pitoni,Valiance,2,1,,
16605,fnatic,North,16,9,30.0,
16606,Mantegos,Honor & Glory,2,0,,
16607,Natus Vincere,Heroic,16,6,2.0,4.0
16608,Wild,Imperial,16,8,,
16609,North,fnatic,16,11,,30.0
16610,Natus Vincere,Heroic,16,9,2.0,4.0
16611,HAVU,x6tence Galaxy,3,0,,
16612,Izako Boars,EURONICS,2,1,,
16613,W7M,Wild,16,14,,
16614,Vitality,PANTHERS,2,0,10.0,
16615,Valiance,LDLC,2,1,,
16616,MVP PK,NASR,2,0,,
16617,Honor & Glory,Orda,2,0,,
16618,Vyalie Pitoni,Vega Squadron,2,1,,
16619,PANTHERS,AGO,2,0,,
16620,Vitality,Sprout,2,0,10.0,
16621,Brute,Codewise Unicorns,2,1,,
16622,NASR,BOOT-d[S],2,1,,
16623,Mantegos,CHI DA?,2,0,,
16624,The Foxes,IGNITE,2,0,,
16625,MVP PK,Flash,2,1,,
16626,madlikewizards,TRIDENT,3,0,,
16627,Rogue,Liquid,16,10,,14.0
16628,MIBR,NRG,16,13,,
16629,Liquid,Rogue,16,2,14.0,
16630,MIBR,NRG,16,14,,
16631,TRIDENT,Taboo,2,0,,
16632,Cloud9,INTZ,16,6,,
16633,MIBR,Liquid,16,9,,14.0
16634,NRG,Luminosity,16,5,,
16635,INTZ,Cloud9,16,10,,
16636,MIBR,Liquid,16,1,,14.0
16637,Imperial,Isurus,16,11,,
16638,NRG,Luminosity,16,4,,
16639,Spacestation,Infamous,2,0,,
16640,NRG,Rogue,16,11,,
16641,eUnited,Complexity,16,11,,13.0
16642,INTZ,Envy,16,6,,
16643,Imperial,FURIA Academy,16,10,,
16644,eUnited,Complexity,16,9,,13.0
16645,Rogue,NRG,16,10,,
16646,INTZ,Envy,16,3,,
16647,BIG,Heroic,16,10,9.0,4.0
16648,Spacestation,iNTACT,2,0,,
16649,Vireo.pro,Infamous,2,0,,
16650,Isurus,INTZ.Home,16,8,,
16651,Heroic,BIG,16,11,4.0,9.0
16652,Astralis,G2,16,2,7.0,3.0
16653,fnatic,mousesports,16,6,30.0,8.0
16654,Final Feature,MWNL,16,4,,
16655,Astralis,G2,16,3,7.0,3.0
16656,4US,Prex's Goon Squad,16,8,,
16657,Duffle Bag Men,Whatever It Takes,16,6,,
16658,FURIA,Bravado,16,8,12.0,
16659,North,FaZe,16,14,,29.0
16660,mousesports,fnatic,16,7,8.0,30.0
16661,Natus Vincere,Astralis,19,16,2.0,7.0
16662,W7M,INTZ.Home,16,13,,
16663,Vireo.pro,Spacestation,2,0,,
16664,Final Feature,RED STAR,16,12,,
16665,Duffle Bag Men,cantwinalan,16,14,,
16666,4US,Vision,16,14,,
16667,Whatever It Takes,Run This Town,16,12,,
16668,HAVU,Minttu,2,0,,
16669,FURIA,ETHEREAL,16,3,12.0,
16670,Infamous,iNTACT,2,0,,
16671,Bravado,Living Like Larry,16,12,,
16672,MWNL,The Ruskiz,1,0,,
16673,Prex's Goon Squad,Vireo.pro,1,0,,
16674,FaZe,North,16,10,29.0,
16675,Astralis,Natus Vincere,16,4,7.0,2.0
16676,Brute,Paprykarze,16,2,,
16677,Wild,FURIA Academy,16,14,,
16678,EURONICS,Paprykarze,16,9,,
16679,BIG,Windigo,16,4,9.0,
16680,Natus Vincere,G2,16,9,2.0,3.0
16681,Wolsung,XGR,2,0,,
16682,Movistar Riders,x6tence Galaxy,2,0,,
16683,Vyalie Pitoni,PRIDE,19,16,,
16684,LDLC,OpTic,2,1,,
16685,BIG,Windigo,19,17,9.0,
16686,Valiance,HyperioN,16,10,,
16687,Brute,EURONICS,16,13,,
16688,G2,Natus Vincere,16,11,3.0,2.0
16689,PANTHERS,Spirit,16,7,,15.0
16690,Sprout,Dragons,16,5,,
16691,Imperial,Rude,16,7,,
16692,BOOT-d[S],FrostFire,2,1,,
16693,PANTHERS,Chaos,16,11,,
16694,Vyalie Pitoni,Represent,16,11,,
16695,PRIDE,PACT,16,14,,
16696,Valiance,Royal Bandits,16,9,,
16697,HyperioN,Planetkey,16,10,,
16698,Dragons,MAXISAUCISSE,16,6,,
16699,Spirit,90s druglords,16,4,15.0,
16700,Codewise Unicorns,Granit,16,4,,
16701,Sprout,Lyngby Vikings,16,4,,
16702,Isurus,Gamdias,16,10,,
16703,Granit,Izako Boars,22,18,,
16704,Wolsung,1337HUANIA,2,0,,
16705,Codewise Unicorns,GRIFFINS,16,14,,
16706,The Foxes,Apocalypse,2,1,,
16707,Entity,God Particles,2,0,,
16708,Izako Boars,GRIFFINS,16,2,,
16709,NASR,Chiefs,2,1,,
16710,XGR,WORTEX,2,1,,
16711,Izako Boars,Codewise Unicorns,16,7,,
16712,Granit,GRIFFINS,16,12,,
16713,IGNITE,Bl1nK8,2,1,,
16714,Taboo,Breakaway,2,1,,
16715,MVP PK,TNC,2,0,,
16716,God Particles,Invictus,16,9,,
16717,Flash,5POWER,2,1,,
16718,MIBR,Envy,16,4,,
16719,eUnited,Rogue,16,10,,
16720,madlikewizards,TRIDENT,16,7,,
16721,MIBR,Envy,16,4,,
16722,eUnited,Rogue,16,1,,
16723,Renegades,INTZ,16,14,,
16724,TRIDENT,Breakaway,16,9,,
16725,Luminosity,NRG,16,11,,
16726,Liquid,Complexity,16,10,14.0,13.0
16727,NRG,Luminosity,16,8,,
16728,Renegades,INTZ,16,10,,
16729,Complexity,Liquid,16,2,13.0,14.0
16730,madlikewizards,Taboo,16,14,,
16731,Cloud9,Liquid,16,13,,14.0
16732,Ghost,Complexity,16,8,,13.0
16733,MIBR,NRG,16,12,,
16734,W7M,Rude,16,0,,
16735,Complexity,Ghost,16,6,13.0,
16736,Liquid,Cloud9,16,10,14.0,
16737,MIBR,NRG,16,12,,
16738,HellRaisers,FaZe,16,9,,29.0
16739,HAVU,Jordan's Money Crew,2,1,,
16740,INTZ.Home,Imperial,16,12,,
16741,Astralis,Heroic,16,9,7.0,4.0
16742,Minttu,SJ,2,0,,
16743,HellRaisers,FaZe,19,17,,29.0
16744,NIP,mousesports,16,7,6.0,8.0
16745,Astralis,Heroic,16,5,7.0,4.0
16746,mousesports,NIP,16,7,8.0,6.0
16747,Wild,Isurus,19,16,,
16748,fnatic,BIG,22,19,30.0,9.0
16749,G2,North,16,13,3.0,
16750,Astralis,FaZe,16,14,7.0,29.0
